Slow_Wave_Name,Start,End,Protocol Number,Classification,NegPeak,PosPeak,Channel,ValNegPeak
proto12_post-stim_sw10,9425.92,9427.19,12.0,post-stim,9426.25,9426.82,E27,-44.58238871814846
proto12_post-stim_sw11,9425.97,9427.3,12.0,post-stim,9426.3,9426.94,E31,-41.88267423181924
proto12_post-stim_sw12,9425.21,9427.33,12.0,post-stim,9425.56,9426.94,E37,-64.15234171391305
proto12_post-stim_sw13,9425.17,9427.32,12.0,post-stim,9425.56,9426.92,E38,-58.61983507214681
proto12_post-stim_sw14,9425.16,9427.34,12.0,post-stim,9425.56,9426.96,E46,-65.58160570209242
proto12_post-stim_sw15,9345.63,9346.95,12.0,post-stim,9345.94,9346.71,E84,-68.68522033656232
proto12_post-stim_sw16,9460.94,9462.54,12.0,post-stim,9461.27,9461.78,E84,-55.04961711575706
proto12_post-stim_sw17,9345.61,9347.0,12.0,post-stim,9345.93,9346.66,E85,-68.06919966549644
proto12_post-stim_sw18,9460.95,9462.49,12.0,post-stim,9461.28,9461.8,E85,-52.42936672325547
proto12_post-stim_sw19,9345.59,9346.9,12.0,post-stim,9345.91,9346.46,E86,-59.31199766775104
proto12_post-stim_sw2,9425.26,9427.15,12.0,post-stim,9425.52,9426.87,E10,-53.00138557544055
proto12_post-stim_sw20,9424.27,9425.8,12.0,post-stim,9424.62,9425.47,E88,-41.00921252922371
proto12_post-stim_sw21,9345.62,9346.98,12.0,post-stim,9345.94,9346.7,E96,-67.97752273584939
proto12_post-stim_sw22,9460.98,9462.49,12.0,post-stim,9461.3,9461.82,E96,-55.426273256600496
proto12_post-stim_sw23,9345.62,9346.99,12.0,post-stim,9345.94,9346.58,E97,-67.30719744297083
proto12_post-stim_sw24,9460.99,9462.41,12.0,post-stim,9461.3,9461.83,E97,-51.81389086670218
proto12_post-stim_sw25,9345.59,9346.95,12.0,post-stim,9345.92,9346.5,E98,-61.02422100994479
proto12_post-stim_sw26,9460.98,9462.4,12.0,post-stim,9461.28,9461.8,E98,-47.05775022923158
proto12_post-stim_sw27,9424.23,9425.83,12.0,post-stim,9424.59,9425.47,E99,-56.21169093365625
proto12_post-stim_sw28,9424.24,9425.79,12.0,post-stim,9424.57,9425.48,E100,-52.789917413333455
proto12_post-stim_sw29,9424.24,9425.82,12.0,post-stim,9424.55,9425.5,E101,-60.42500543582517
proto12_post-stim_sw3,9425.95,9427.12,12.0,post-stim,9426.27,9426.81,E12,-42.00140001104097
proto12_post-stim_sw30,9345.62,9347.06,12.0,post-stim,9345.96,9346.74,E105,-66.17652615736871
proto12_post-stim_sw31,9460.98,9462.52,12.0,post-stim,9461.31,9461.85,E105,-53.75343477853731
proto12_post-stim_sw32,9345.63,9347.06,12.0,post-stim,9345.96,9346.74,E106,-67.80224145686951
proto12_post-stim_sw33,9460.98,9462.53,12.0,post-stim,9461.3,9461.85,E106,-55.83798003140528
proto12_post-stim_sw34,9460.98,9462.35,12.0,post-stim,9461.27,9461.79,E109,-45.85410748277016
proto12_post-stim_sw35,9424.23,9425.82,12.0,post-stim,9424.56,9425.49,E110,-63.939059967795174
proto12_post-stim_sw36,9345.62,9347.05,12.0,post-stim,9345.96,9346.73,E113,-64.77965895018654
proto12_post-stim_sw37,9460.99,9462.52,12.0,post-stim,9461.32,9461.87,E113,-55.83148242828063
proto12_post-stim_sw38,9345.63,9347.04,12.0,post-stim,9345.96,9346.73,E114,-65.05139723369427
proto12_post-stim_sw39,9460.99,9462.52,12.0,post-stim,9461.32,9461.86,E114,-57.26577734374541
proto12_post-stim_sw4,9420.68,9422.57,12.0,post-stim,9420.9,9422.06,E19,-45.752837889747404
proto12_post-stim_sw40,9345.61,9347.05,12.0,post-stim,9345.95,9346.7,E115,-66.03374246073787
proto12_post-stim_sw41,9460.99,9462.51,12.0,post-stim,9461.31,9461.86,E115,-56.7128065805481
proto12_post-stim_sw42,9345.62,9347.02,12.0,post-stim,9345.95,9346.69,E116,-67.09109056028157
proto12_post-stim_sw43,9460.99,9462.46,12.0,post-stim,9461.3,9461.85,E116,-54.418011182290456
proto12_post-stim_sw44,9424.21,9425.86,12.0,post-stim,9424.54,9425.49,E117,-72.76247839619398
proto12_post-stim_sw45,9460.99,9462.4,12.0,post-stim,9461.27,9461.78,E117,-43.570288592085205
proto12_post-stim_sw46,9345.59,9347.06,12.0,post-stim,9345.93,9346.61,E118,-56.336442788265316
proto12_post-stim_sw47,9424.21,9425.86,12.0,post-stim,9424.54,9425.49,E118,-73.10120061614145
proto12_post-stim_sw48,9424.22,9425.82,12.0,post-stim,9424.54,9425.49,E119,-71.27389312531304
proto12_post-stim_sw49,9424.21,9425.73,12.0,post-stim,9424.56,9425.4,E121,-53.19126844597422
proto12_post-stim_sw5,9425.99,9427.17,12.0,post-stim,9426.28,9426.83,E19,-41.15055222230515
proto12_post-stim_sw50,9424.22,9425.73,12.0,post-stim,9424.57,9425.4,E122,-53.64366609893514
proto12_post-stim_sw51,9345.62,9347.04,12.0,post-stim,9345.96,9346.72,E123,-64.63134464839615
proto12_post-stim_sw52,9461.0,9462.52,12.0,post-stim,9461.32,9461.87,E123,-55.02818699005668
proto12_post-stim_sw53,9345.62,9347.05,12.0,post-stim,9345.96,9346.72,E124,-64.15629894687709
proto12_post-stim_sw54,9461.0,9462.51,12.0,post-stim,9461.32,9461.86,E124,-54.523106291544636
proto12_post-stim_sw55,9345.6,9347.03,12.0,post-stim,9345.94,9346.68,E125,-61.03049387440231
proto12_post-stim_sw56,9424.19,9425.87,12.0,post-stim,9424.53,9425.48,E125,-72.62376809726392
proto12_post-stim_sw57,9461.0,9462.49,12.0,post-stim,9461.3,9461.83,E125,-50.496399892730466
proto12_post-stim_sw58,9424.21,9425.86,12.0,post-stim,9424.53,9425.49,E126,-73.81729298073823
proto12_post-stim_sw59,9461.0,9462.43,12.0,post-stim,9461.28,9461.81,E126,-45.43331587603505
proto12_post-stim_sw6,9420.66,9422.65,12.0,post-stim,9420.88,9422.06,E25,-47.70060854456917
proto12_post-stim_sw60,9424.21,9425.83,12.0,post-stim,9424.53,9425.5,E127,-71.6528057011336
proto12_post-stim_sw61,9424.23,9425.79,12.0,post-stim,9424.54,9425.5,E128,-65.97884131691296
proto12_post-stim_sw62,9424.25,9425.8,12.0,post-stim,9424.55,9425.5,E129,-54.983951003530265
proto12_post-stim_sw63,9424.19,9425.77,12.0,post-stim,9424.54,9425.4,E134,-59.45727606153734
proto12_post-stim_sw64,9345.62,9347.04,12.0,post-stim,9345.97,9346.74,E136,-62.1884886590491
proto12_post-stim_sw65,9461.01,9462.5,12.0,post-stim,9461.32,9461.86,E136,-56.395974568423995
proto12_post-stim_sw66,9345.61,9347.05,12.0,post-stim,9345.96,9346.73,E137,-60.50066297907524
proto12_post-stim_sw67,9461.01,9462.5,12.0,post-stim,9461.32,9461.86,E137,-52.934431158588914
proto12_post-stim_sw68,9345.6,9347.04,12.0,post-stim,9345.95,9346.72,E138,-59.72608775237374
proto12_post-stim_sw69,9461.0,9462.49,12.0,post-stim,9461.31,9461.85,E138,-48.22333269263518
proto12_post-stim_sw7,9425.99,9427.23,12.0,post-stim,9426.29,9426.87,E25,-40.71661497883409
proto12_post-stim_sw70,9345.6,9347.06,12.0,post-stim,9345.94,9346.72,E139,-57.54292418174836
proto12_post-stim_sw71,9424.22,9425.81,12.0,post-stim,9424.52,9425.5,E140,-66.31913435124055
proto12_post-stim_sw72,9424.23,9425.78,12.0,post-stim,9424.53,9425.5,E141,-56.67476349693926
proto12_post-stim_sw73,9345.62,9347.02,12.0,post-stim,9345.97,9346.71,E146,-61.83301586017686
proto12_post-stim_sw74,9461.02,9462.51,12.0,post-stim,9461.33,9461.88,E146,-55.55701980752549
proto12_post-stim_sw75,9345.61,9347.03,12.0,post-stim,9345.96,9346.72,E148,-60.27181882954244
proto12_post-stim_sw76,9461.01,9462.51,12.0,post-stim,9461.32,9461.86,E148,-52.77013367032605
proto12_post-stim_sw77,9345.61,9347.04,12.0,post-stim,9345.96,9346.72,E149,-59.47387451596585
proto12_post-stim_sw78,9461.02,9462.5,12.0,post-stim,9461.32,9461.86,E149,-51.406070458715575
proto12_post-stim_sw79,9424.21,9425.78,12.0,post-stim,9424.5,9425.5,E152,-53.211678998991545
proto12_post-stim_sw8,9420.65,9422.53,12.0,post-stim,9420.87,9422.03,E26,-46.68030284451204
proto12_post-stim_sw80,9461.01,9462.56,12.0,post-stim,9461.33,9461.89,E157,-55.59028895340437
proto12_post-stim_sw81,9461.02,9462.54,12.0,post-stim,9461.33,9461.87,E158,-53.1960455425057
proto12_post-stim_sw82,9461.04,9462.47,12.0,post-stim,9461.34,9461.88,E159,-47.76433754226231
proto12_post-stim_sw83,9461.02,9462.56,12.0,post-stim,9461.34,9461.9,E166,-54.0868828209864
proto12_post-stim_sw84,9461.02,9462.55,12.0,post-stim,9461.34,9461.88,E167,-50.58606052256113
proto12_post-stim_sw85,9483.42,9485.07,12.0,post-stim,9483.73,9484.56,E167,-49.153125356077766
proto12_post-stim_sw86,9461.02,9462.54,12.0,post-stim,9461.34,9461.88,E168,-50.519050928760265
proto12_post-stim_sw87,9483.42,9485.07,12.0,post-stim,9483.73,9484.56,E168,-48.660853222205375
proto12_post-stim_sw9,9425.96,9427.24,12.0,post-stim,9426.27,9426.86,E26,-44.59557835409292
proto13_pre-stim_sw1,10134.27,10135.96,13.0,pre-stim,10134.71,10135.56,E1,-58.69147347089874
proto13_pre-stim_sw10,10134.18,10135.77,13.0,pre-stim,10134.61,10135.45,E4,-61.17789282276651
proto13_pre-stim_sw100,10135.58,10136.76,13.0,pre-stim,10135.87,10136.51,E33,-73.10161722649626
proto13_pre-stim_sw101,10136.76,10137.77,13.0,pre-stim,10137.0,10137.48,E33,-48.437614532631144
proto13_pre-stim_sw102,10138.78,10139.75,13.0,pre-stim,10138.99,10139.45,E33,-58.97376772768669
proto13_pre-stim_sw103,10139.75,10141.22,13.0,pre-stim,10140.14,10140.75,E33,-86.3444667475234
proto13_pre-stim_sw104,10214.84,10215.94,13.0,pre-stim,10215.17,10215.64,E33,-41.0611146361371
proto13_pre-stim_sw105,10238.6,10239.84,13.0,pre-stim,10238.89,10239.42,E33,-45.871734024382135
proto13_pre-stim_sw106,10134.13,10135.6,13.0,pre-stim,10134.53,10135.3,E35,-47.39751074200349
proto13_pre-stim_sw107,10135.6,10136.75,13.0,pre-stim,10135.87,10136.49,E35,-54.632479983349214
proto13_pre-stim_sw108,10138.75,10139.77,13.0,pre-stim,10138.96,10139.43,E35,-58.42496080429429
proto13_pre-stim_sw109,10135.59,10136.74,13.0,pre-stim,10135.87,10136.47,E36,-50.50682498939695
proto13_pre-stim_sw11,10135.77,10137.62,13.0,pre-stim,10136.05,10137.37,E4,-57.651113481245844
proto13_pre-stim_sw110,10138.74,10139.76,13.0,pre-stim,10138.96,10139.42,E36,-48.4361242643077
proto13_pre-stim_sw111,10098.04,10099.17,13.0,pre-stim,10098.35,10098.9,E37,-44.528009473433166
proto13_pre-stim_sw112,10134.1,10135.56,13.0,pre-stim,10134.49,10135.23,E37,-95.37404160708185
proto13_pre-stim_sw113,10135.56,10136.76,13.0,pre-stim,10135.84,10136.5,E37,-61.73423478979021
proto13_pre-stim_sw114,10136.76,10137.77,13.0,pre-stim,10137.02,10137.5,E37,-63.15139543545246
proto13_pre-stim_sw115,10137.77,10138.79,13.0,pre-stim,10138.12,10138.59,E37,-41.45613102196242
proto13_pre-stim_sw116,10138.79,10139.8,13.0,pre-stim,10139.0,10139.48,E37,-60.47423737439121
proto13_pre-stim_sw117,10139.8,10141.22,13.0,pre-stim,10140.18,10140.81,E37,-98.51859534008712
proto13_pre-stim_sw118,10141.22,10143.07,13.0,pre-stim,10141.92,10142.57,E37,-41.131489850882154
proto13_pre-stim_sw119,10178.39,10180.18,13.0,pre-stim,10179.02,10179.65,E37,-48.79196800183815
proto13_pre-stim_sw12,10134.16,10135.73,13.0,pre-stim,10134.58,10135.42,E5,-55.89374699830815
proto13_pre-stim_sw120,10214.86,10215.95,13.0,pre-stim,10215.16,10215.64,E37,-40.080498723144615
proto13_pre-stim_sw121,10238.66,10239.99,13.0,pre-stim,10238.92,10239.43,E37,-43.849904339477405
proto13_pre-stim_sw122,10134.14,10135.56,13.0,pre-stim,10134.53,10135.25,E38,-67.82836263933879
proto13_pre-stim_sw123,10135.56,10136.75,13.0,pre-stim,10135.85,10136.49,E38,-63.49057877060886
proto13_pre-stim_sw124,10138.76,10139.82,13.0,pre-stim,10138.99,10139.49,E38,-58.24450670932588
proto13_pre-stim_sw125,10139.82,10141.17,13.0,pre-stim,10140.19,10140.81,E38,-87.65252532368262
proto13_pre-stim_sw126,10178.35,10180.18,13.0,pre-stim,10178.98,10179.62,E38,-44.65770580896408
proto13_pre-stim_sw127,10214.09,10215.96,13.0,pre-stim,10215.16,10215.65,E38,-41.35983004437354
proto13_pre-stim_sw128,10134.13,10135.58,13.0,pre-stim,10134.57,10135.27,E39,-53.489338083263576
proto13_pre-stim_sw129,10135.58,10136.73,13.0,pre-stim,10135.86,10136.48,E39,-44.80874661271026
proto13_pre-stim_sw13,10134.14,10135.69,13.0,pre-stim,10134.57,10135.39,E6,-43.120340521660985
proto13_pre-stim_sw130,10138.73,10139.87,13.0,pre-stim,10138.97,10139.49,E39,-55.78395435329289
proto13_pre-stim_sw131,10139.87,10141.07,13.0,pre-stim,10140.22,10140.79,E39,-70.4791628440712
proto13_pre-stim_sw132,10138.71,10139.9,13.0,pre-stim,10138.96,10139.49,E40,-49.09459104638668
proto13_pre-stim_sw133,10139.33,10140.73,13.0,pre-stim,10139.64,10140.41,E44,-41.27750599479197
proto13_pre-stim_sw134,10139.33,10140.73,13.0,pre-stim,10139.67,10140.37,E45,-59.52176982445075
proto13_pre-stim_sw135,10098.07,10099.22,13.0,pre-stim,10098.35,10098.88,E46,-44.282297449292244
proto13_pre-stim_sw136,10134.07,10135.58,13.0,pre-stim,10134.5,10135.25,E46,-66.00221015928759
proto13_pre-stim_sw137,10138.73,10139.88,13.0,pre-stim,10138.99,10139.51,E46,-52.69456306253328
proto13_pre-stim_sw138,10139.88,10141.19,13.0,pre-stim,10140.26,10140.84,E46,-94.3781801571111
proto13_pre-stim_sw139,10178.32,10180.19,13.0,pre-stim,10179.03,10179.69,E46,-45.9468855049676
proto13_pre-stim_sw14,10139.4,10140.73,13.0,pre-stim,10139.73,10140.43,E8,-46.429727579494006
proto13_pre-stim_sw140,10214.04,10216.01,13.0,pre-stim,10215.16,10215.66,E46,-42.91332019298419
proto13_pre-stim_sw141,10258.94,10260.45,13.0,pre-stim,10259.44,10260.07,E46,-40.515854320520816
proto13_pre-stim_sw142,10134.12,10135.57,13.0,pre-stim,10134.57,10135.26,E47,-46.68609461495588
proto13_pre-stim_sw143,10138.7,10139.91,13.0,pre-stim,10138.98,10139.52,E47,-48.18986194208583
proto13_pre-stim_sw144,10139.91,10141.1,13.0,pre-stim,10140.26,10140.84,E47,-75.61349597721835
proto13_pre-stim_sw145,10142.96,10145.05,13.0,pre-stim,10143.33,10144.62,E47,-52.26949552703344
proto13_pre-stim_sw146,10258.9,10260.45,13.0,pre-stim,10259.44,10260.09,E47,-42.970378159684486
proto13_pre-stim_sw147,10138.65,10139.95,13.0,pre-stim,10138.97,10139.54,E48,-42.49330130290074
proto13_pre-stim_sw148,10139.95,10141.03,13.0,pre-stim,10140.3,10140.85,E48,-63.66160315810538
proto13_pre-stim_sw149,10139.33,10140.72,13.0,pre-stim,10139.65,10140.36,E53,-45.06045655157943
proto13_pre-stim_sw15,10139.36,10140.74,13.0,pre-stim,10139.71,10140.41,E9,-51.58865950547604
proto13_pre-stim_sw150,10139.97,10141.11,13.0,pre-stim,10140.33,10140.88,E54,-78.5392706494446
proto13_pre-stim_sw151,10142.99,10145.07,13.0,pre-stim,10143.34,10144.64,E54,-51.547280086189964
proto13_pre-stim_sw152,10258.85,10260.77,13.0,pre-stim,10259.47,10260.09,E54,-41.12936981324002
proto13_pre-stim_sw153,10140.01,10141.08,13.0,pre-stim,10140.35,10140.88,E55,-67.446996380498
proto13_pre-stim_sw154,10142.98,10145.14,13.0,pre-stim,10143.33,10144.64,E55,-50.443615346274875
proto13_pre-stim_sw155,10258.84,10260.77,13.0,pre-stim,10259.48,10260.11,E55,-41.609933628357005
proto13_pre-stim_sw156,10140.06,10141.14,13.0,pre-stim,10140.39,10140.93,E61,-69.15335252557512
proto13_pre-stim_sw157,10140.06,10141.11,13.0,pre-stim,10140.39,10140.91,E62,-63.939162663632
proto13_pre-stim_sw158,10140.1,10141.15,13.0,pre-stim,10140.43,10140.94,E67,-66.01658886017967
proto13_pre-stim_sw159,10241.4,10242.82,13.0,pre-stim,10241.69,10242.53,E67,-67.92653122436599
proto13_pre-stim_sw16,10118.14,10119.71,13.0,pre-stim,10118.39,10119.39,E10,-42.01539555510696
proto13_pre-stim_sw160,10241.37,10242.74,13.0,pre-stim,10241.7,10242.48,E71,-62.967790665046735
proto13_pre-stim_sw161,10241.34,10242.66,13.0,pre-stim,10241.63,10242.43,E72,-60.5396825940676
proto13_pre-stim_sw162,10134.9,10136.57,13.0,pre-stim,10135.36,10135.94,E75,-67.9181401176475
proto13_pre-stim_sw163,10241.36,10242.73,13.0,pre-stim,10241.65,10242.49,E75,-64.67321095749028
proto13_pre-stim_sw164,10134.91,10136.56,13.0,pre-stim,10135.38,10135.98,E76,-58.499454124300215
proto13_pre-stim_sw165,10241.35,10242.69,13.0,pre-stim,10241.65,10242.44,E76,-64.49819042380156
proto13_pre-stim_sw166,10241.33,10242.66,13.0,pre-stim,10241.63,10242.41,E77,-61.708791170287995
proto13_pre-stim_sw167,10139.29,10140.65,13.0,pre-stim,10139.59,10140.23,E78,-45.63186428768084
proto13_pre-stim_sw168,10241.32,10242.64,13.0,pre-stim,10241.61,10242.4,E78,-59.636482761212356
proto13_pre-stim_sw169,10139.3,10140.7,13.0,pre-stim,10139.62,10140.31,E79,-56.61846910088954
proto13_pre-stim_sw17,10134.24,10135.93,13.0,pre-stim,10134.68,10135.51,E10,-80.12362940810004
proto13_pre-stim_sw170,10241.32,10242.61,13.0,pre-stim,10241.59,10242.37,E79,-57.1945526843105
proto13_pre-stim_sw171,10139.3,10140.72,13.0,pre-stim,10139.65,10140.34,E80,-66.12764364817701
proto13_pre-stim_sw172,10241.32,10242.59,13.0,pre-stim,10241.58,10242.32,E80,-56.62852142370466
proto13_pre-stim_sw173,10139.3,10140.74,13.0,pre-stim,10139.67,10140.37,E81,-69.44162285254887
proto13_pre-stim_sw174,10241.32,10242.55,13.0,pre-stim,10241.58,10242.14,E81,-56.77065778537385
proto13_pre-stim_sw175,10134.94,10136.66,13.0,pre-stim,10135.36,10135.95,E84,-84.44799170734574
proto13_pre-stim_sw176,10241.37,10242.77,13.0,pre-stim,10241.66,10242.48,E84,-71.51029288017092
proto13_pre-stim_sw177,10134.96,10136.58,13.0,pre-stim,10135.38,10135.96,E85,-79.8888111682043
proto13_pre-stim_sw178,10241.36,10242.7,13.0,pre-stim,10241.66,10242.43,E85,-66.03649258044967
proto13_pre-stim_sw179,10134.98,10136.57,13.0,pre-stim,10135.4,10135.98,E86,-63.78546456031458
proto13_pre-stim_sw18,10135.93,10137.72,13.0,pre-stim,10136.28,10137.46,E10,-53.41439586573003
proto13_pre-stim_sw180,10139.21,10140.5,13.0,pre-stim,10139.49,10140.08,E86,-43.913462045825675
proto13_pre-stim_sw181,10241.33,10242.68,13.0,pre-stim,10241.64,10242.41,E86,-64.61333263089763
proto13_pre-stim_sw182,10135.09,10136.56,13.0,pre-stim,10135.47,10136.09,E87,-48.27677210499453
proto13_pre-stim_sw183,10139.24,10140.65,13.0,pre-stim,10139.55,10140.2,E87,-54.57276231223713
proto13_pre-stim_sw184,10241.31,10242.64,13.0,pre-stim,10241.62,10242.39,E87,-60.00578635838643
proto13_pre-stim_sw185,10139.29,10140.68,13.0,pre-stim,10139.61,10140.28,E88,-62.465061834082384
proto13_pre-stim_sw186,10241.31,10242.6,13.0,pre-stim,10241.59,10242.37,E88,-57.86460931251227
proto13_pre-stim_sw187,10139.28,10140.7,13.0,pre-stim,10139.64,10140.32,E89,-71.97664783884368
proto13_pre-stim_sw188,10241.3,10242.61,13.0,pre-stim,10241.58,10242.36,E89,-60.01509800055051
proto13_pre-stim_sw189,10139.29,10140.72,13.0,pre-stim,10139.67,10140.35,E90,-78.02362769744235
proto13_pre-stim_sw19,10179.92,10181.01,13.0,pre-stim,10180.21,10180.76,E10,-56.960318201174545
proto13_pre-stim_sw190,10241.3,10242.57,13.0,pre-stim,10241.57,10242.26,E90,-56.268597839301535
proto13_pre-stim_sw191,10134.98,10136.62,13.0,pre-stim,10135.37,10135.96,E96,-86.33950401409594
proto13_pre-stim_sw192,10241.35,10242.71,13.0,pre-stim,10241.66,10242.43,E96,-68.09706977150658
proto13_pre-stim_sw193,10135.0,10136.55,13.0,pre-stim,10135.39,10135.99,E97,-76.21645981355971
proto13_pre-stim_sw194,10133.33,10135.04,13.0,pre-stim,10133.72,10134.61,E98,-46.928409365704596
proto13_pre-stim_sw195,10135.04,10136.55,13.0,pre-stim,10135.42,10136.02,E98,-66.56423117892226
proto13_pre-stim_sw196,10139.22,10140.62,13.0,pre-stim,10139.51,10140.19,E98,-54.50451929391629
proto13_pre-stim_sw197,10139.25,10140.68,13.0,pre-stim,10139.58,10140.27,E99,-69.72869468510585
proto13_pre-stim_sw198,10139.27,10140.69,13.0,pre-stim,10139.62,10140.3,E100,-77.48497734809489
proto13_pre-stim_sw199,10139.26,10140.71,13.0,pre-stim,10139.63,10140.31,E101,-81.20420652312396
proto13_pre-stim_sw2,10135.96,10137.72,13.0,pre-stim,10136.34,10137.46,E1,-47.83097723698397
proto13_pre-stim_sw20,10216.34,10218.35,13.0,pre-stim,10217.45,10217.97,E10,-64.11830600576654
proto13_pre-stim_sw200,10139.08,10140.27,13.0,pre-stim,10139.33,10139.91,E105,-40.69970817487162
proto13_pre-stim_sw201,10139.08,10140.32,13.0,pre-stim,10139.34,10139.95,E106,-41.70973847574757
proto13_pre-stim_sw202,10133.37,10135.04,13.0,pre-stim,10133.73,10134.65,E109,-50.5622323050039
proto13_pre-stim_sw203,10135.04,10136.56,13.0,pre-stim,10135.42,10136.1,E109,-58.047323175831174
proto13_pre-stim_sw204,10139.22,10140.66,13.0,pre-stim,10139.54,10140.25,E109,-60.910320947134466
proto13_pre-stim_sw205,10139.25,10140.68,13.0,pre-stim,10139.59,10140.28,E110,-72.78619022918004
proto13_pre-stim_sw206,10139.09,10140.27,13.0,pre-stim,10139.34,10139.9,E114,-43.739405903220984
proto13_pre-stim_sw207,10139.1,10140.35,13.0,pre-stim,10139.36,10139.97,E115,-46.79323457865765
proto13_pre-stim_sw208,10133.36,10135.02,13.0,pre-stim,10133.79,10134.65,E116,-42.51038600175791
proto13_pre-stim_sw209,10135.02,10136.54,13.0,pre-stim,10135.38,10136.0,E116,-73.80566606036372
proto13_pre-stim_sw21,10134.2,10135.8,13.0,pre-stim,10134.64,10135.44,E11,-78.71158993486128
proto13_pre-stim_sw210,10139.14,10140.48,13.0,pre-stim,10139.42,10140.11,E116,-47.52218500668287
proto13_pre-stim_sw211,10133.38,10135.04,13.0,pre-stim,10133.74,10134.69,E117,-51.295266821088696
proto13_pre-stim_sw212,10135.04,10136.53,13.0,pre-stim,10135.4,10136.14,E117,-54.85381314621978
proto13_pre-stim_sw213,10139.2,10140.64,13.0,pre-stim,10139.51,10140.24,E117,-60.54559325465564
proto13_pre-stim_sw214,10133.38,10135.05,13.0,pre-stim,10133.73,10134.69,E118,-52.44023113602021
proto13_pre-stim_sw215,10135.05,10136.54,13.0,pre-stim,10135.42,10136.15,E118,-53.920389082442696
proto13_pre-stim_sw216,10139.2,10140.64,13.0,pre-stim,10139.52,10140.25,E118,-60.76696930299477
proto13_pre-stim_sw217,10133.37,10135.1,13.0,pre-stim,10133.7,10134.72,E119,-55.64300254996608
proto13_pre-stim_sw218,10139.23,10140.67,13.0,pre-stim,10139.57,10140.27,E119,-69.22688381906
proto13_pre-stim_sw219,10134.98,10136.46,13.0,pre-stim,10135.34,10135.99,E121,-64.5089045608029
proto13_pre-stim_sw22,10135.8,10137.69,13.0,pre-stim,10136.12,10137.44,E11,-47.42009819760962
proto13_pre-stim_sw220,10134.96,10136.45,13.0,pre-stim,10135.34,10136.0,E122,-62.22631376000002
proto13_pre-stim_sw221,10139.09,10140.36,13.0,pre-stim,10139.36,10139.97,E123,-48.515074559561796
proto13_pre-stim_sw222,10135.01,10136.54,13.0,pre-stim,10135.37,10135.99,E124,-78.69731882464876
proto13_pre-stim_sw223,10139.11,10140.39,13.0,pre-stim,10139.37,10140.01,E124,-48.05762955192172
proto13_pre-stim_sw224,10133.4,10135.03,13.0,pre-stim,10133.78,10134.68,E125,-46.1701536121411
proto13_pre-stim_sw225,10135.03,10136.53,13.0,pre-stim,10135.38,10136.04,E125,-66.95655683792705
proto13_pre-stim_sw226,10139.16,10140.51,13.0,pre-stim,10139.43,10140.15,E125,-49.63444327540555
proto13_pre-stim_sw227,10133.37,10135.06,13.0,pre-stim,10133.74,10134.7,E126,-51.04801636988205
proto13_pre-stim_sw228,10135.06,10136.55,13.0,pre-stim,10135.41,10136.08,E126,-59.143759844222515
proto13_pre-stim_sw229,10139.19,10140.62,13.0,pre-stim,10139.5,10140.22,E126,-54.81493439375362
proto13_pre-stim_sw23,10179.9,10181.03,13.0,pre-stim,10180.21,10180.76,E11,-52.16308052295797
proto13_pre-stim_sw230,10133.36,10135.09,13.0,pre-stim,10133.69,10134.72,E127,-55.32636529276287
proto13_pre-stim_sw231,10135.09,10136.58,13.0,pre-stim,10135.46,10136.19,E127,-52.025212861562956
proto13_pre-stim_sw232,10139.22,10140.67,13.0,pre-stim,10139.54,10140.26,E127,-65.24832782283684
proto13_pre-stim_sw233,10139.25,10140.69,13.0,pre-stim,10139.59,10140.29,E128,-74.49148742990306
proto13_pre-stim_sw234,10139.27,10140.7,13.0,pre-stim,10139.63,10140.31,E129,-77.35981613476983
proto13_pre-stim_sw235,10139.3,10140.71,13.0,pre-stim,10139.66,10140.34,E130,-74.46546119450495
proto13_pre-stim_sw236,10139.3,10140.72,13.0,pre-stim,10139.67,10140.35,E131,-70.8289171105227
proto13_pre-stim_sw237,10139.32,10140.73,13.0,pre-stim,10139.68,10140.38,E132,-62.91750741456852
proto13_pre-stim_sw238,10135.0,10136.49,13.0,pre-stim,10135.35,10135.97,E134,-75.89154630150776
proto13_pre-stim_sw239,10139.04,10140.28,13.0,pre-stim,10139.31,10139.85,E134,-48.73666932742958
proto13_pre-stim_sw24,10216.47,10218.35,13.0,pre-stim,10217.46,10217.97,E11,-55.7272855194569
proto13_pre-stim_sw240,10135.01,10136.48,13.0,pre-stim,10135.37,10135.98,E136,-78.82558813384497
proto13_pre-stim_sw241,10139.09,10140.33,13.0,pre-stim,10139.35,10139.94,E136,-49.76517171712253
proto13_pre-stim_sw242,10135.01,10136.44,13.0,pre-stim,10135.37,10136.0,E137,-74.17830789186578
proto13_pre-stim_sw243,10139.11,10140.43,13.0,pre-stim,10139.38,10140.05,E137,-50.28973763742255
proto13_pre-stim_sw244,10133.34,10135.04,13.0,pre-stim,10133.75,10134.68,E138,-44.40240476480439
proto13_pre-stim_sw245,10135.04,10136.51,13.0,pre-stim,10135.39,10136.05,E138,-64.70181490155989
proto13_pre-stim_sw246,10139.16,10140.55,13.0,pre-stim,10139.44,10140.17,E138,-50.46688508849752
proto13_pre-stim_sw247,10133.34,10135.05,13.0,pre-stim,10133.72,10134.69,E139,-49.23634703169144
proto13_pre-stim_sw248,10135.05,10136.52,13.0,pre-stim,10135.41,10136.08,E139,-59.497500240853114
